distr_name,original_name
"Кокосовое молоко 425мл*12шт, шт.","Кокосовое молоко, 400 мл"
"Маринад для крылышек барбекю ""Идея на закуску"" 80г*40шт., шт.","Маринад для крылышек барбекю, 80 гр"
"Маринад для курицы ""Костровок"" 0,29л*12шт., шт.","Маринад для курицы, 300 г"
"Маринад для рыбы ""Костровок"" 0,29л*12 шт., шт.","Маринад для рыбы, 300 г"
"Маринад шашл.по-кавказ.""Костровок"" 0,29л*12шт., шт.","Маринад для шашл\по-кавказски, 300 г"
"Соус для крылышек терияки ""Идея на закуску"" 90г*40шт., шт.","Соус Для крылышек терияки, 90 гр"
"Соус для Яки Соба ""Чим-Чим"" 90г*40шт, шт.","Соус для приготовления Яки Соба, 90 гр"
"Соус для Яки Удон ""Чим-Чим"" 90г*40шт, шт.","Соус для приготовления Яки Удон, 90 гр"
"Соус устричный ""Чим-Чим"" 250мл*12шт, шт.","Соус Устричный Чим-Чим"" 250 мл."
"Маринад Грибной 80г*40шт., шт.","Маринад Грибной, 80 гр"
"Маринад для барбекю ""Костровок""0,29л*12 шт., шт.","Маринад для барбекю, 300 г"
"Маринад для копченых крылышек ""Идея на закуску"" 80г*40шт., шт.","Маринад для копчёных крылышек, 80 гр"
"Маринад для крылышек барбекю ""Идея на закуску"" 80г*40шт., шт.","Маринад для крылышек барбекю, 80 гр"
"Маринад для крылышек медово-горчичных ""Идея на закуску"" 80г*40шт., шт.","Маринад для крылышек медово-горчичных, 80 гр"
"Маринад для курицы ""Костровок"" 0,29л*12шт., шт.","Маринад для курицы, 300 г"
"Маринад для мяса ""Костровок"" 0,29л.*12шт., шт.","Маринад для мяса (брусничный), 300 г"
"Маринад Кавказкий 80г*40шт., шт.","Маринад Кавказский, 80 гр"
"Маринад с Белым вином 80г*40шт., шт.","Маринад С Белым Вином, 80 гр"
"Маринад универс. ""Костровок"" 0,29л.*12шт., шт.","Маринад Универсальный, 300 г"
"Маринад Чесночный 80г*40шт., шт.","Маринад Чесночный, 80 гр"
"Маринад шашл. классич. ""Костровок"" 0,29л*12шт., шт.","Маринад для шашл\классический, 300 г"
"Маринад шашл.по-кавказ.""Костровок"" 0,29л*12шт., шт.","Маринад для шашл\по-кавказски, 300 г"
"Приправа для марин. мяса в луке и томатах ""Костровок"" 25гр*80шт, шт.","Приправа ЖМ для шашл\в луке и томатах, саше 25 гр."
"Приправа для марин. мяса в майонезе ""Костровок"" 25гр*80шт, шт.","Приправа ЖМ для шашл\в майонезе, саше 25 гр."
"Приправа для марин. мяса в мин.воде ""Костровок"" 25гр*80шт, шт.","Приправа ЖМ для шашл\в мин-ой воде, саше 25 гр."
"Соус для мяса Барбекю ""Костровок"" 320г*12шт, шт.",Соус для мяса Барбекю с черносливом 320 гр (250мл)
"Соус для мяса Брусничный ""Костровок"" 285г*12шт, шт.",Соус для мяса Брусничный 285 гр (250 мл)
"ЖИДКИЙ ДЫМ  (330г.*12шт.), шт.","Жидкий дым Классический 0,33 л."
"Корейская запр д\капусты 60г*48 шт., шт.","Корейская заправка для капусты, 60 гр"
"Корейская запр д\моркови 60г*48 шт., шт.","Корейская заправка для моркови, 60 гр"
"Корейская запр д\спаржи 60г*48 шт., шт.","Корейская заправка для спаржи, 60 гр"
"Корейская запр д\фунчозы 60г*48 шт., шт.","Корейская заправка для фунчозы, 60 гр"
"Корейская запр.д\хе из курицы 60г*48 шт., шт.","Корейская заправка для хе из курицы, 60 гр"
"Корейская запр.д\хе из рыбы 60г*48 шт., шт.","Корейская заправка для хе из рыбы, 60 гр"
"Соевый соус ""Чим-Чим"" 290мл*6шт, шт.","Соевый соус ""Чим-Чим"", 350 гр (290 мл)"
"Соус для курицы терияки ""Чим-Чим"" 150г*20шт, шт.","Соус для приготовления курицы терияки, 150 гр., 32 шт"
"Соус для овощей по-тайски ""Чим-Чим"" 150г*20шт, шт.","Соус для приготовления овощей по-тайски, 150 гр., 32 шт"
"Соус для Пад Тай ""Чим-Чим"" 90г*40шт, шт.","Соус для приготовления Пад Тай, 90 гр."
"Соус для свинины в кисло-сладком соусе ""Чим-Чим"" 150г*20шт, шт.","Соус для приготовления свинины в кисло-сладком соусе, 150 гр., 32 шт"
"Соус кисло-сладкий ""ЧИМ-ЧИМ"" 300г*12шт, шт.",Соус WOK Кисло-Сладкий 300 гр.
"Соус соево-чесночный ""ЧИМ-ЧИМ"" 300г*12шт, шт.",Соус WOK Соево-Чесночный 320 гр.
"Фунчоза бобовая ""ЧИМ-ЧИМ"" 200гр*18шт., шт.","Вермишель ФУНЧОЗА бобовая, 200 гр."
